714.35     	716.76     	1
1414.00			1419.00			0
1478.78     	1480.02     	1
2049.68     	2052.89     	1
2054.49     	2057.40     	1
2116.88     	2118.88     	1
2121.99     	2123.80     	1
2123.89     	2127.27     	1
2587.75     	2591.03     	1
2594.62     	2597.04     	1
2660.02     	2661.50     	1
2899.60     	2903.41     	1
2954.08     	2955.49     	1
3280.84     	3282.32     	1
3282.41     	3284.98     	1
3286.65     	3290.72     	1
3329.69     	3331.57     	1
3643.81     	3646.81     	1
3819.25     	3821.09     	1
3918.28     	3922.35     	1
3924.55     	3926.53     	1
4087.02     	4088.93     	1
4189.02     	4190.40     	1
4295.42     	4297.96     	1
4312.07     	4315.02     	1
4441.64     	4445.68     	1
4513.68     	4516.92     	1
4551.25     	4553.16     	1
4565.29     	4566.60     	1
4585.65     	4588.29     	1
4607.14     	4608.05     	1
4626.65     	4628.16     	1
4700.76     	4703.00     	1
4703.10     	4705.10     	1
4715.61     	4718.85     	1
4718.95     	4721.93     	1
4722.02     	4726.66     	1
4729.02     	4732.01     	1
4739.90     	4741.68     	1
4856.65     	4859.72     	1
4946.48     	4949.51     	1
5050.71     	5054.82     	1
5116.91     	5119.15     	1
5222.38     	5224.33     	1
5282.98     	5287.72     	1
5312.91     	5315.95     	1
5492.25     	5495.10     	1
5713.21     	5716.25     	1
5740.37     	5743.21     	1
5959.15     	5961.83     	1
6069.43     	6072.60     	1
6127.45     	6130.37     	1
6156.32     	6157.73     	1
6179.07     	6181.02     	1
6394.49     	6396.40     	1
6448.98     	6450.39     	1
6667.16     	6670.23     	1
6754.18     	6756.75     	1
6793.95     	6795.86     	1
6795.96     	6797.20     	1
6832.49     	6834.40     	1
6883.38     	6887.55     	1
6887.65     	6890.82     	1
6913.21     	6916.15     	1
6938.23     	6940.07     	1
6942.17     	6945.08     	1
6945.17     	6948.59     	1
7090.68     	7092.82     	1
7092.92     	7094.33     	1
7118.98     	7121.39     	1
7134.46     	7136.20     	1
7237.06     	7238.47     	1
7281.24     	7283.08     	1
7292.75     	7296.26     	1
